"sample","microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species","counts"
32111,"Acidibrevibacterium.fodinaquatile","d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium fodinaquatile","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__Acidibrevibacterium","s__Acidibrevibacterium fodinaquatile",2
31683,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",4
30297,"Sarcina.sp..JB2","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina|s__Sarcina sp. JB2","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Sarcina","s__Sarcina sp. JB2",4
31675,"Schaalia.turicensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia turicensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Schaalia","s__Schaalia turicensis",33
32376,"Schaalia.turicensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia turicensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Schaalia","s__Schaalia turicensis",36
32115,"Schaalia.turicensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia turicensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Schaalia","s__Schaalia turicensis",138
31673,"Schaalia.turicensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia turicensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Schaalia","s__Schaalia turicensis",349
31677,"Schaalia.turicensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia turicensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Schaalia","s__Schaalia turicensis",23
32376,"Schlegelella.thermodepolymerans","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Schlegelella|s__Schlegelella thermodepolymerans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Schlegelella","s__Schlegelella thermodepolymerans",837
31673,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",95
32515,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",273
33235,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",20
33289,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",10
31539,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",60
31675,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",13
33088,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",62
32388,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",18
32376,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",379
32778,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",8
31537,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",5498
31677,"Selenomonas.sputigena","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Selenomonas","s__Selenomonas sputigena",1131
30295,"Solibaculum.mannosilyticum","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum mannosilyticum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Solibaculum","s__Solibaculum mannosilyticum",5
31545,"Solibaculum.mannosilyticum","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum mannosilyticum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Solibaculum","s__Solibaculum mannosilyticum",8
30820,"Solibaculum.mannosilyticum","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum mannosilyticum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Solibaculum","s__Solibaculum mannosilyticum",10
31543,"Solibaculum.mannosilyticum","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum mannosilyticum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Solibaculum","s__Solibaculum mannosilyticum",7
33096,"Sphingomonas.lutea","d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas lutea","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas lutea",9
31537,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",123
31539,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",26
30822,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",56
30937,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",1
33094,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",1770
32115,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",23
33229,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",6
30305,"Sutterella.wadsworthensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella wadsworthensis",2841
33088,"Tannerella.forsythia","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__Tannerella forsythia",3
32513,"Tannerella.forsythia","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__Tannerella forsythia",1
31675,"Tannerella.sp..oral.taxon.HOT.286","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella sp. oral taxon HOT-286","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__Tannerella sp. oral taxon HOT-286",1
31673,"Tannerella.sp..oral.taxon.HOT.286","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella sp. oral taxon HOT-286","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__Tannerella sp. oral taxon HOT-286",3
32117,"Treponema.parvum","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema parvum","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema parvum",2
33088,"Treponema.parvum","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema parvum","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema parvum",47
31673,"Treponema.socranskii","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema socranskii","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema socranskii",198
31675,"Treponema.socranskii","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema socranskii","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema socranskii",25
31677,"Treponema.socranskii","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema socranskii","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema socranskii",26
30299,"Treponema.sp..OMZ.804","d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema sp. OMZ 804","d__Bacteria","k__unclassified-p__Spirochaetes","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Treponemataceae","g__Treponema","s__Treponema sp. OMZ 804",14
33094,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",17
33287,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",77
33293,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",647
31679,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",895
32766,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",5189
32515,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",231
33291,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",19
33285,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",241
30820,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",233
31671,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",320
32768,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",689
31537,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",3
33231,"Veillonella.parvula","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella","s__Veillonella parvula",27
32376,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",17
33231,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",8
30822,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",18
31673,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",1
30305,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",62
33223,"X.Clostridium..hylemonae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__[Clostridium] hylemonae",1
