"sample","microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species","counts"
32111,"Acidibrevibacterium.fodinaquatile","d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium fodinaquatile","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__Acidibrevibacterium","s__Acidibrevibacterium fodinaquatile",2
30937,"Leptotrichia.wadei","d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia wadei","d__Bacteria","k__unclassified-p__Fusobacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia wadei",1
31677,"Leptotrichia.wadei","d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia wadei","d__Bacteria","k__unclassified-p__Fusobacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia wadei",8088
33088,"Leptotrichia.wadei","d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia wadei","d__Bacteria","k__unclassified-p__Fusobacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia wadei",427
32388,"Leptotrichia.wadei","d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia wadei","d__Bacteria","k__unclassified-p__Fusobacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia wadei",23
33086,"Limosilactobacillus.fermentum","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus fermentum",44
30163,"Limosilactobacillus.fermentum","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus fermentum",4
32513,"Limosilactobacillus.fermentum","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus fermentum",47
30161,"Limosilactobacillus.fermentum","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus fermentum",9
31675,"Limosilactobacillus.mucosae","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus mucosae",1
31677,"Limosilactobacillus.mucosae","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus mucosae",230
32376,"Limosilactobacillus.mucosae","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__Limosilactobacillus mucosae",152
31545,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",206
30822,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",7
31541,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",142
33297,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",17
31667,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",220
33225,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",117
33094,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",1715
33233,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",171
33291,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",34
31543,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",516
33231,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",16
33223,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",76
30163,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",10
30161,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",19
33289,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",2
31669,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",103
30305,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",2073
30941,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",25
30171,"Longicatena.caecimuris","d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena caecimuris","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena caecimuris",11
33090,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",38
31537,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",447
30161,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",38
32115,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",10
31539,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",60
33231,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",30
33285,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",5
30939,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",206
31545,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",184
30935,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",83
30297,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",6
31543,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",161
33233,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",54
33094,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",18
30305,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",107
33235,"Massilistercora.timonensis","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__unclassified-g__Massilistercora","g__Massilistercora","s__Massilistercora timonensis",3
30299,"Megamonas.funiformis","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","s__Megamonas funiformis",3
30943,"Megasphaera.stantonii","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera stantonii",33
30945,"Megasphaera.stantonii","d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera stantonii",54
33225,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",209
31667,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",62
30935,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",6
33223,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",55
30822,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",5
30939,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",796
33297,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",18
30941,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",4
33090,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",4
32376,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",1
30303,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",1
33088,"Methanobrevibacter.smithii","d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii","d__Archaea","k__unclassified-p__Euryarchaeota","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter smithii",2
32376,"Microlunatus.sagamiharensis","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus|s__Microlunatus sagamiharensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Microlunatus","s__Microlunatus sagamiharensis",3
31675,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",6
30820,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",524
30295,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",12
30299,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",28
32376,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",18
31673,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",503
31677,"Mobiluncus.curtisii","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus curtisii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__Mobiluncus curtisii",55
30935,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",5
31537,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",63
31541,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",6
30295,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",37
33223,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",20
33297,"Monoglobus.pectinilyticus","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus pectinilyticus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Monoglobus","s__Monoglobus pectinilyticus",17
