"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_A0A380E3A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_A0A380E3A4|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_UPI0003F4A3A9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_UPI0003F4A3A9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_W4TRZ5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_W4TRZ5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3456790123
"UniRef90_W4U7M2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.329917101
"UniRef90_W4U7M2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.329917101
"UniRef90_E6DAK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.296761318
"UniRef90_E6DAK3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.296761318
"UniRef90_U7J6P3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2940814912
"UniRef90_U7J6P3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2940814912
"UniRef90_A0A1P8U2L9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2940180534
"UniRef90_A0A1P8U2L9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2940180534
"UniRef90_E6D8B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2794256592
"UniRef90_E6D8B6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2794256592
"UniRef90_W4U7L0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2711574811
"UniRef90_W4U7L0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2711574811
"UniRef90_W4U819|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2700541049
"UniRef90_A0A2U1P6M2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503
"UniRef90_A0A2U1P6M2|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503
"UniRef90_UPI0009D9574F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503
"UniRef90_UPI0009D9574F|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503
"UniRef90_W4TV00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2280930968
"UniRef90_W4TV00|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2280930968
"UniRef90_W4UI15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2215538946
"UniRef90_W4UI15|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2215538946
"UniRef90_A0A3A8VUV0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2197150263
"UniRef90_A0A3A8VUV0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2197150263
"UniRef90_W4TY58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1951219512
"UniRef90_W4TY58|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1951219512
"UniRef90_W4U1J7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1657214897
"UniRef90_W4U1J7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1657214897
"UniRef90_D4HBU8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1580367431
"UniRef90_D4HBU8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1580367431
"UniRef90_Q5HMP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.149240734
"UniRef90_Q5HMP5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.149240734
"UniRef90_W4TZ61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1230393224
"UniRef90_W4TZ61|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1230393224
"UniRef90_G6EQY2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1212121212
"UniRef90_G6EQY2|g__Streptococcus.s__Streptococcus_thermophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1212121212
"UniRef90_Q2N9A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1035669816
"UniRef90_Q2N9A5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1035669816
"UniRef90_Q6A6Z0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0793757018
"UniRef90_Q6A6Z0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0793757018
"UniRef90_W4UCJ9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0758389659
"UniRef90_W4U2H3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0695532388
"UniRef90_W4U2H3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0695532388
"UniRef90_Q6A8L7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0679030771
"UniRef90_Q6A8L7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0679030771
"UniRef90_A0A3D8ZN63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0599739244
"UniRef90_A0A3D8ZN63|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0599739244
"UniRef90_A0A371N951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0570294261
"UniRef90_A0A371N951|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0570294261
"UniRef90_Q6A6D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0496444063
"UniRef90_Q6A6D8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0496444063
"UniRef90_A0A379WPP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0481927711
"UniRef90_A0A379WPP3|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0481927711
"UniRef90_W4TVD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0400253482
"UniRef90_W4TVD4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0400253482
"UniRef90_W4U4D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0385592029
"UniRef90_W4U4D2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0385592029
"UniRef90_UPI0009912160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0331681404
"UniRef90_UPI0009912160|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0331681404
"UniRef90_U7M8H0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0199152339
"UniRef90_U7M8H0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0199152339
"UniRef90_W4UA32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.00800619
"UniRef90_W4UA32|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.00800619
"UniRef90_A0A0W1QMA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9760479042
"UniRef90_A0A0W1QMA6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9760479042
"UniRef90_A0A3F2UFT8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9760479042
"UniRef90_A0A3F2UFT8|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9760479042
"UniRef90_W4TYJ6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9645058212
"UniRef90_W4TYJ6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9645058212
"UniRef90_W4TZI0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9631201482
"UniRef90_W4TZI0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9631201482
"UniRef90_A0A0E3DPF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9481485549
"UniRef90_A0A0E3DPF1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0032737576
"UniRef90_A0A0E3DPF1|g__Staphylococcus.s__Staphylococcus_epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9448747973
"UniRef90_W4UAI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9386819268
"UniRef90_W4UAI1|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9386819268
"UniRef90_W4U8J5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.915316146
"UniRef90_W4U8J5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.915316146
"UniRef90_W4U1M7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9125182514
"UniRef90_W4U1M7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9125182514
"UniRef90_W4UB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.908559277
"UniRef90_W4UB01|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.908559277
"UniRef90_A0A2M9P4C0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_A0A2M9P4C0|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_A0A2W5IB34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_A0A2W5IB34|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_A0A377XJ68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_A0A377XJ68|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_G6EP98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_G6EP98|g__Streptococcus.s__Streptococcus_thermophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_M1AH17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_M1AH17|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_W4TLZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_W4TLZ3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619048
"UniRef90_W4U0I3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8856931259
"UniRef90_W4U0I3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8856931259
"UniRef90_W4TX80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8752342139
"UniRef90_W4TX80|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8752342139
"UniRef90_W4TX81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8706015019
"UniRef90_W4TX81|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8706015019
"UniRef90_W4UM66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8615745194
"UniRef90_W4UM66|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8615745194
"UniRef90_W4U1H7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8544839676
"UniRef90_W4U8X2|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8235943361
"UniRef90_W4U4S0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7975117975
"UniRef90_W4U4S0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7975117975
"UniRef90_W4UCN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7932069318
"UniRef90_W4UCN1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7932069318
"UniRef90_W4TDY8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7647058824
"UniRef90_W4TDY8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7647058824
"UniRef90_W4U671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7515036717
"UniRef90_W4U671|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7515036717
"UniRef90_A0A371N6G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7360420077
"UniRef90_A0A371N6G7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7360420077
"UniRef90_W4UJC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7148293593
"UniRef90_W4UJC7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7148293593
"UniRef90_W4U7A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7113859327
"UniRef90_W4U7A5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7113859327
"UniRef90_E6D8K3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7003000088
"UniRef90_E6D8K3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7003000088
"UniRef90_A0A2B7I5Y1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7001558649
"UniRef90_A0A2B7I5Y1|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7001558649
"UniRef90_W4UCD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6864437253
"UniRef90_W4UCD4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2592592593
"UniRef90_W4UCD4|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.427184466
"UniRef90_W4TWE6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6780654565
"UniRef90_W4TWE6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6780654565
"UniRef90_W4TU86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6451635736
"UniRef90_W4TU86|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6451635736
"UniRef90_Q8R5W2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6283000372
"UniRef90_Q8R5W2|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6283000372
"UniRef90_A0A2T7FES7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6279069767
"UniRef90_A0A2T7FES7|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6279069767
"UniRef90_W4UB98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6279069767
"UniRef90_W4UB98|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6279069767
"UniRef90_E4HH18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6231939932
"UniRef90_E4HH18|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6231939932
"UniRef90_A0A371N4N3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6218620972
"UniRef90_A0A371N4N3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6218620972
"UniRef90_W4UC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6165362827
"UniRef90_W4UC50|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6165362827
"UniRef90_W4U2X2|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6100635552
"UniRef90_W4U1E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6090844323
"UniRef90_W4U1E3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6090844323
"UniRef90_W4TZE7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.594779764
"UniRef90_W4TZE7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.594779764
"UniRef90_Q6A9M5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5929009053
"UniRef90_Q6A9M5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5929009053
"UniRef90_A0A2A1KAF8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5879688936
"UniRef90_A0A2A1KAF8|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5879688936
"UniRef90_W4TRB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5793485492
"UniRef90_W4TRB4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5793485492
"UniRef90_Q6AAE4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5757198722
"UniRef90_Q6AAE4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5757198722
"UniRef90_Q6A9U3|g__Staphylococcus.s__Staphylococcus_epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0303030303
"UniRef90_Q6A9C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5699473783
"UniRef90_Q6A9C1|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5699473783
"UniRef90_W4TZS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5671638429
"UniRef90_W4TZS1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5671638429
"UniRef90_W4UKA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5509625802
"UniRef90_W4UKA3|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5509625802
"UniRef90_G4CUF9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5426535952
"UniRef90_G4CUF9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5426535952
"UniRef90_A0A251RWI9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5192403798
"UniRef90_A0A251RWI9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5192403798
"UniRef90_W4U3X3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5042069708
"UniRef90_W4U3X3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5042069708
"UniRef90_W4THM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5033934641
